mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,striker,non-striker,total
970,2023-05-11,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,RG Sharma,KC Sangakkara,60,3,6.0,0,1,188
970,2023-05-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,JP Duminy,SP Narine,51,0,6.1,1,0,188
970,2023-05-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,D Padikkal,S Goswami,70,2,6.5,0,1,188
970,2023-04-01,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,NJ Maddinson,JJ Bumrah,59,1,6.6,1,0,188
970,2023-04-08,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,FA du Plessis,A Zampa,76,2,7.3,0,1,188
970,2023-04-14,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,KA Pollard,T Boult,66,0,7.6,1,0,188
970,2023-04-27,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,RG Sharma,S Goswami,88,2,8.7,1,0,188
970,2023-05-17,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,AB de Villiers,S Goswami,93,4,9.1,1,0,188
970,2023-04-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SK Raina,KC Sangakkara,95,2,9.1,0,1,188
970,2023-04-17,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,M Vohra,DJ Bravo,103,2,10.8,1,0,188
970,2023-04-19,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,PP Shaw,Rashid Khan,101,2,11.1,0,1,188
970,2023-05-11,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SK Raina,JJ Bumrah,118,1,12.3,1,0,188
970,2023-05-25,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,CH Gayle,PP Chawla,111,5,12.6,1,0,188
970,2023-05-23,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,AB de Villiers,DJ Bravo,107,2,12.8,0,1,188
970,2023-04-23,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,JP Duminy,PP Chawla,123,2,14.0,0,1,188
970,2023-04-03,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,BA Stokes,YS Chahal,120,3,14.5,0,1,188
970,2023-04-21,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,BA Stokes,S Goswami,143,1,14.9,0,1,188
970,2023-04-19,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,AB de Villiers,PP Chawla,149,3,15.6,0,1,188
970,2023-04-05,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SV Samson,T Boult,165,1,16.7,0,1,188
970,2023-04-07,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,Imran Tahir,164,3,16.9,1,0,188
970,2023-04-29,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,JM Bairstow,MM Patel,165,2,17.3,0,1,188
970,2023-04-12,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SR Watson,M Morkel,164,3,18.2,0,1,188
970,2023-05-21,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SK Raina,B Kumar,155,1,18.5,0,1,188
970,2023-04-28,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,MS Dhoni,DJ Bravo,159,5,19.3,1,0,188
970,2023-04-16,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SK Raina,Z Khan,187,3,19.4,0,1,188
970,2023-04-01,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,JD Unadkat,187,3,19.4,1,0,188
970,2023-05-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,AM Rahane,UT Yadav,161,3,19.4,0,1,188
971,2023-05-29,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,M Vohra,K Rabada,11,0,1.3,1,0,163
971,2023-05-05,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,S Dhawan,SP Narine,9,0,1.3,0,1,163
971,2023-05-11,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,Q de Kock,UT Yadav,12,0,1.4,1,0,163
971,2023-04-16,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,D Padikkal,Imran Tahir,35,0,3.8,0,1,163
971,2023-04-01,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,WP Saha,KC Sangakkara,43,0,4.8,1,0,163
971,2023-04-07,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,RR Pant,Rashid Khan,43,1,5.0,0,1,163
971,2023-04-15,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,PP Shaw,Mohammed Shami,46,0,5.0,0,1,163
971,2023-04-11,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,SK Raina,K Rabada,57,0,6.9,1,0,163
971,2023-05-12,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,RR Pant,JD Unadkat,67,2,9.3,0,1,163
971,2023-05-08,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,S Dhawan,B Kumar,74,2,9.7,0,1,163
971,2023-04-08,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,JP Duminy,MM Patel,76,3,10.3,1,0,163
971,2023-04-10,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,NJ Maddinson,DJ Bravo,75,2,10.8,1,0,163
971,2023-04-28,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,SR Watson,SP Narine,89,6,11.4,1,0,163
971,2023-05-10,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,SK Raina,Mohammed Shami,98,2,11.8,1,0,163
971,2023-04-29,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,M Vohra,A Nehra,86,4,12.3,0,1,163
971,2023-05-03,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,WP Saha,M Morkel,105,2,12.6,1,0,163
971,2023-04-07,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,JM Bairstow,Z Khan,116,2,13.1,0,1,163
971,2023-04-06,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,SK Raina,DJ Bravo,107,2,14.5,1,0,163
971,2023-05-18,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,KL Rahul,IS Sodhi,138,4,15.1,0,1,163
971,2023-04-14,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,PP Shaw,Mohammed Shami,115,3,15.6,1,0,163
971,2023-05-01,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,HH Pandya,R Ashwin,134,3,16.0,0,1,163
971,2023-05-25,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,RR Pant,A Nehra,149,4,16.4,1,0,163
971,2023-04-11,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,AB de Villiers,KC Sangakkara,135,3,16.7,0,1,163
971,2023-04-17,Dr. DY Patil Sports Academy,Delhi Capitals,Mumbai Indians,AB de Villiers,Z Khan,162,1,19.2,0,1,163
972,2023-05-26,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,PP Shaw,KC Sangakkara,10,0,1.6,0,1,130
972,2023-05-08,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,FA du Plessis,Mohammed Shami,21,1,3.1,1,0,130
972,2023-05-25,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,S Dhawan,A Zampa,26,0,3.7,1,0,130
972,2023-04-19,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,BA Stokes,K Rabada,55,2,8.3,1,0,130
972,2023-05-28,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,AT Rayudu,A Nehra,58,2,8.6,1,0,130
972,2023-04-15,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,KA Pollard,IS Sodhi,74,3,10.8,1,0,130
972,2023-05-16,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,RG Sharma,MM Patel,69,3,12.2,1,0,130
972,2023-04-12,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,AM Rahane,IS Sodhi,97,3,13.4,0,1,130
972,2023-04-26,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,SR Watson,Z Khan,84,3,14.4,0,1,130
972,2023-05-06,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,FA du Plessis,Harbhajan Singh,105,2,15.0,0,1,130
972,2023-05-26,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,SK Raina,A Nehra,94,4,15.3,1,0,130
972,2023-04-09,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Devon Conway,KC Sangakkara,112,0,15.9,1,0,130
972,2023-05-10,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,D Padikkal,SP Narine,121,4,18.3,1,0,130
972,2023-04-04,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,KA Pollard,IS Sodhi,108,4,19.0,0,1,130
972,2023-04-26,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,RR Pant,Z Khan,123,6,19.3,1,0,130
973,2023-04-23,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,KA Pollard,K Rabada,12,1,1.4,1,0,173
973,2023-04-25,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,JP Duminy,Z Khan,13,1,1.5,0,1,173
973,2023-04-26,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,S Dhawan,Imran Tahir,14,2,1.6,1,0,173
973,2023-05-28,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Faf du Plessis,T Boult,20,0,2.5,1,0,173
973,2023-05-12,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,BA Stokes,K Rabada,32,0,3.4,0,1,173
973,2023-04-18,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,SS Iyer,JD Unadkat,42,0,4.5,0,1,173
973,2023-05-16,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,KA Pollard,JD Unadkat,37,1,4.8,0,1,173
973,2023-04-16,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Devon Conway,B Kumar,39,5,5.2,0,1,173
973,2023-04-09,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,S Dhawan,JD Unadkat,51,1,5.6,1,0,173
973,2023-04-17,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,JM Bairstow,S Goswami,59,1,6.2,0,1,173
973,2023-04-23,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,DA Warner,A Zampa,56,3,7.5,1,0,173
973,2023-04-17,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,HH Pandya,Mohammed Shami,71,0,7.6,1,0,173
973,2023-04-10,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,PP Shaw,SL Malinga,67,1,8.4,1,0,173
973,2023-04-09,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,SR Watson,MM Patel,95,2,10.4,1,0,173
973,2023-04-04,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,RG Sharma,JJ Bumrah,102,2,10.7,1,0,173
973,2023-04-14,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,MS Dhoni,Rashid Khan,97,0,11.2,0,1,173
973,2023-05-11,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,RR Pant,PP Chawla,110,4,14.1,0,1,173
973,2023-05-09,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,SS Iyer,M Morkel,123,2,16.6,1,0,173
973,2023-04-06,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Devon Conway,UT Yadav,131,3,17.3,1,0,173
973,2023-04-25,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,RG Sharma,Mohammed Shami,152,6,17.3,0,1,173
973,2023-04-09,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,AM Rahane,P Kumar,153,4,17.3,0,1,173
973,2023-05-14,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,NJ Maddinson,SP Narine,172,2,18.1,0,1,173
973,2023-04-29,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,V Kohli,JJ Bumrah,147,2,18.5,0,1,173
973,2023-05-25,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,KA Pollard,IS Sodhi,147,3,18.9,1,0,173
973,2023-05-20,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,NJ Maddinson,Imran Tahir,159,5,19.0,1,0,173
974,2023-05-13,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,SK Raina,P Kumar,20,0,2.1,0,1,180
974,2023-05-28,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,KA Pollard,KC Sangakkara,22,1,2.3,0,1,180
974,2023-04-23,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,D Padikkal,JD Unadkat,19,0,2.5,1,0,180
974,2023-04-22,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,RG Sharma,IS Sodhi,46,0,5.1,1,0,180
974,2023-05-23,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,IS Sodhi,55,3,6.4,0,1,180
974,2023-04-03,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,HH Pandya,UT Yadav,65,2,7.9,0,1,180
974,2023-04-18,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,JM Bairstow,Imran Tahir,86,2,10.0,0,1,180
974,2023-05-28,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,HH Pandya,B Kumar,80,2,10.0,0,1,180
974,2023-05-14,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,SV Samson,KC Sangakkara,125,0,12.4,1,0,180
974,2023-05-12,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,SV Samson,A Nehra,110,3,12.8,0,1,180
974,2023-04-28,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Faf du Plessis,MM Patel,120,3,15.4,0,1,180
974,2023-05-16,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Faf du Plessis,PP Chawla,139,4,15.5,1,0,180
974,2023-05-01,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,FA du Plessis,Imran Tahir,157,6,15.7,0,1,180
974,2023-04-28,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,KC Sangakkara,146,6,15.8,0,1,180
974,2023-04-20,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,SK Raina,JJ Bumrah,158,3,19.1,1,0,180
975,2023-05-09,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,Faf du Plessis,T Boult,7,0,1.0,0,1,150
975,2023-05-21,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,BA Stokes,Harbhajan Singh,21,0,3.0,1,0,150
975,2023-04-06,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,HH Pandya,M Morkel,23,0,3.1,0,1,150
975,2023-05-14,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,Faf du Plessis,PP Chawla,26,1,4.0,1,0,150
975,2023-04-20,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,S Dhawan,JJ Bumrah,36,0,4.7,0,1,150
975,2023-05-27,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,DA Warner,SL Malinga,43,1,6.3,1,0,150
975,2023-04-24,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,PP Shaw,IS Sodhi,57,1,7.2,0,1,150
975,2023-05-16,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,SR Watson,A Zampa,54,1,7.7,1,0,150
975,2023-05-20,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,RR Pant,Mohammed Shami,71,1,8.4,0,1,150
975,2023-05-23,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,JM Bairstow,SL Malinga,69,2,9.9,1,0,150
975,2023-05-21,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,PP Shaw,JJ Bumrah,95,0,11.2,0,1,150
975,2023-04-29,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,FA du Plessis,PP Chawla,79,1,11.5,1,0,150
975,2023-04-03,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,RR Pant,Z Khan,82,3,11.5,1,0,150
975,2023-05-29,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,Q de Kock,B Kumar,87,4,12.9,0,1,150
975,2023-04-25,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,JP Duminy,SL Malinga,102,5,13.2,1,0,150
975,2023-04-08,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,RR Pant,PP Chawla,105,4,13.7,1,0,150
975,2023-04-29,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,JM Bairstow,IS Sodhi,115,1,14.1,0,1,150
975,2023-04-27,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,M Vohra,Z Khan,94,2,14.2,0,1,150
975,2023-04-26,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,S Dhawan,SP Narine,104,2,15.2,1,0,150
975,2023-04-06,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,AB de Villiers,MM Patel,130,3,16.9,1,0,150
975,2023-04-08,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,HH Pandya,JJ Bumrah,144,1,17.3,1,0,150
975,2023-05-16,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,CH Gayle,A Zampa,149,4,18.0,0,1,150
975,2023-04-29,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,PP Shaw,MM Patel,120,0,18.1,0,1,150
975,2023-05-09,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,SS Iyer,Harbhajan Singh,149,2,18.8,1,0,150
975,2023-05-26,Brabourne Stadium,Gujarat Titans,Lucknow Super Giants,JP Duminy,UT Yadav,149,2,18.8,1,0,150
976,2023-04-18,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AT Rayudu,YS Chahal,8,0,1.3,1,0,135
976,2023-05-20,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,SS Iyer,Rashid Khan,11,2,1.9,0,1,135
976,2023-05-29,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,MS Dhoni,JJ Bumrah,18,0,2.6,1,0,135
976,2023-04-26,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,S Dhawan,Imran Tahir,19,0,2.6,0,1,135
976,2023-05-18,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,PP Shaw,MM Patel,21,0,3.1,0,1,135
976,2023-05-16,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,DA Warner,KC Sangakkara,24,2,3.3,0,1,135
976,2023-05-11,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,MS Dhoni,M Morkel,24,0,3.4,0,1,135
976,2023-05-24,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AB de Villiers,A Zampa,23,1,3.6,1,0,135
976,2023-05-26,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,BA Stokes,B Kumar,23,0,4.0,0,1,135
976,2023-04-02,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,DA Warner,R Ashwin,29,0,4.2,1,0,135
976,2023-05-17,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AM Rahane,YS Chahal,28,1,4.4,1,0,135
976,2023-05-17,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,NJ Maddinson,A Nehra,35,0,5.1,1,0,135
976,2023-04-26,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AT Rayudu,PP Chawla,41,2,5.8,0,1,135
976,2023-05-04,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,WP Saha,JJ Bumrah,42,2,6.1,0,1,135
976,2023-05-10,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,PP Shaw,IS Sodhi,51,0,7.2,0,1,135
976,2023-05-26,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,PP Shaw,Z Khan,54,2,7.3,1,0,135
976,2023-04-27,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,S Dhawan,Harbhajan Singh,71,1,10.7,1,0,135
976,2023-05-16,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,NJ Maddinson,A Zampa,77,1,12.7,1,0,135
976,2023-04-04,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,SK Raina,JD Unadkat,93,4,13.0,0,1,135
976,2023-05-12,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,NJ Maddinson,KC Sangakkara,102,1,13.6,1,0,135
976,2023-04-03,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,MS Dhoni,P Kumar,101,5,14.6,1,0,135
976,2023-04-15,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,JC Buttler,PP Chawla,95,6,14.8,1,0,135
976,2023-05-23,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Q de Kock,SL Malinga,107,2,16.2,0,1,135
976,2023-05-19,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AT Rayudu,Harbhajan Singh,105,2,16.4,1,0,135
976,2023-05-08,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,SS Iyer,K Rabada,98,4,16.5,0,1,135
976,2023-04-12,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AT Rayudu,SL Malinga,116,3,16.9,0,1,135
976,2023-04-29,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,RR Pant,M Morkel,132,7,17.6,0,1,135
976,2023-04-03,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,JC Buttler,MM Patel,123,4,19.0,0,1,135
976,2023-05-10,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,PP Shaw,JD Unadkat,131,5,19.1,0,1,135
976,2023-05-18,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,SS Iyer,K Rabada,131,4,19.6,1,0,135
976,2023-05-19,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,AT Rayudu,B Kumar,134,3,19.9,0,1,135
977,2023-04-05,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,FA du Plessis,M Morkel,14,0,1.5,0,1,176
977,2023-04-11,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,RG Sharma,K Rabada,20,1,2.6,0,1,176
977,2023-04-26,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,CH Gayle,JJ Bumrah,38,0,4.0,0,1,176
977,2023-04-02,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,FA du Plessis,IS Sodhi,40,0,4.3,1,0,176
977,2023-04-20,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Devon Conway,P Kumar,47,0,5.1,0,1,176
977,2023-05-06,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,HH Pandya,K Rabada,50,0,5.4,1,0,176
977,2023-05-29,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,AB de Villiers,Rashid Khan,50,3,5.4,1,0,176
977,2023-05-06,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,WP Saha,A Zampa,110,3,12.6,0,1,176
977,2023-05-17,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,CH Gayle,P Kumar,121,2,12.9,0,1,176
977,2023-05-19,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,DA Warner,A Nehra,140,1,14.2,0,1,176
977,2023-05-11,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,PP Shaw,P Kumar,134,4,14.4,0,1,176
977,2023-04-26,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,S Dhawan,A Nehra,130,3,14.6,1,0,176
977,2023-04-08,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,AT Rayudu,YS Chahal,142,1,17.8,0,1,176
977,2023-04-03,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,MS Dhoni,K Rabada,174,3,17.9,0,1,176
977,2023-05-02,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Q de Kock,A Nehra,168,1,18.3,0,1,176
978,2023-04-07,Eden Gardens,Punjab Kings,Gujarat Titans,HH Pandya,A Zampa,12,1,1.3,1,0,174
978,2023-05-27,Eden Gardens,Punjab Kings,Gujarat Titans,CH Gayle,Harbhajan Singh,16,0,2.0,1,0,174
978,2023-04-12,Eden Gardens,Punjab Kings,Gujarat Titans,M Vohra,MM Patel,18,1,2.3,0,1,174
978,2023-04-16,Eden Gardens,Punjab Kings,Gujarat Titans,SK Raina,SP Narine,19,0,2.6,1,0,174
978,2023-05-27,Eden Gardens,Punjab Kings,Gujarat Titans,JC Buttler,Mohammed Shami,24,1,3.2,0,1,174
978,2023-04-16,Eden Gardens,Punjab Kings,Gujarat Titans,WP Saha,Harbhajan Singh,31,1,3.3,0,1,174
978,2023-05-13,Eden Gardens,Punjab Kings,Gujarat Titans,MS Dhoni,A Zampa,29,1,3.8,1,0,174
978,2023-05-29,Eden Gardens,Punjab Kings,Gujarat Titans,AT Rayudu,M Morkel,40,2,4.9,0,1,174
978,2023-05-15,Eden Gardens,Punjab Kings,Gujarat Titans,SR Watson,JJ Bumrah,40,0,5.2,1,0,174
978,2023-05-16,Eden Gardens,Punjab Kings,Gujarat Titans,PP Shaw,KC Sangakkara,48,1,5.8,0,1,174
978,2023-04-11,Eden Gardens,Punjab Kings,Gujarat Titans,AM Rahane,JD Unadkat,50,1,5.9,0,1,174
978,2023-04-04,Eden Gardens,Punjab Kings,Gujarat Titans,V Kohli,A Zampa,61,2,6.8,1,0,174
978,2023-04-29,Eden Gardens,Punjab Kings,Gujarat Titans,CH Gayle,Rashid Khan,72,2,8.2,0,1,174
978,2023-05-24,Eden Gardens,Punjab Kings,Gujarat Titans,SK Raina,Imran Tahir,79,0,8.6,1,0,174
978,2023-04-28,Eden Gardens,Punjab Kings,Gujarat Titans,JP Duminy,UT Yadav,86,2,9.5,1,0,174
978,2023-05-07,Eden Gardens,Punjab Kings,Gujarat Titans,KA Pollard,S Goswami,84,4,10.3,1,0,174
978,2023-05-17,Eden Gardens,Punjab Kings,Gujarat Titans,SR Watson,SP Narine,85,0,10.4,1,0,174
978,2023-04-21,Eden Gardens,Punjab Kings,Gujarat Titans,Q de Kock,T Boult,100,5,10.5,0,1,174
978,2023-04-03,Eden Gardens,Punjab Kings,Gujarat Titans,SS Iyer,KC Sangakkara,120,2,12.1,0,1,174
978,2023-04-09,Eden Gardens,Punjab Kings,Gujarat Titans,DA Warner,Rashid Khan,138,3,14.7,1,0,174
